essay_id	essay_set	essay	score1	score2
21415	8	: The background information on Mr. Leonard had a motivating effect on Paul , because Mr. Leonard had the same problem as Paul , who was also a great runner . 	2	1
21306	8	: Paul was not expecting to find out something so interesting about Mr. Leonard . The next day after finding the information about Mr. Leonard . Paul asked Mr. Leonard about the information . Mr. Leonard did not seem to excited and happy when Mr. Leonard saw what Paul had . Even though Mr. Leonard felt embarrassed by the past . Mr. Leonard still answered Paul . After listening to Mr. Leonard explain Mr. Leonard's past . Paul felt familiar with the feelings . Paul felt inspired . Paul then asked Mr. Leonard to come with Paul . So , Paul could then help Mr. Leonard just like Mr. Leonard done for Paul . 	2	2
20089	8	: Mr. Leonard was just like Paul at Paul's age . Mr. Leonard could not read . But then Mr. Leonard does what Mr. Leonard's former coaches did for Mr. Leonard , and Paul taught Mr. Leonard how to read . 	2	2
21066	8	: I personally think Mr. Leonard giving Paul Mr. Leonard's story about what Mr. Leonard use to be and how what Mr. Leonard used to be came crashing down really motivated Paul and made Paul want to help Mr. Leonard . The fact that Mr. Leonard 's dream was shattered because could n't read made Paul want to work hard so that Paul would n't have to fall in the same pattern as Mr. Leonard did when Mr. Leonard was younger . Paul probably felt as if Paul needed to do something to make up for what happened in Mr. Leonard's younger years so Paul took Mr. Leonard to the learning center so that Mr. Leonard could get some much needed help in reading . Paul felt that Mr. Leonard 's words were 'all too familiar ' because Paul was having trouble reading as well . 	2	2
21238	8	: When paul gets mr.leonard background informantion paul is some what concerned about why mr.leonard didnt tell paul about mr.leonard's past.Paul didnt judge mr.leonard any different about mr.leonard not being a good reader nor dropping out of college.Paul just returns the help the help mr.leonard gave ti Paul and tell mr.leonard to go back to school . 	0	0
21609	8	: Mr. leonard had trouble reading when Mr. leonard was in school.So does paul thats why Mr. Leonard decides to be pauls friend , and Mr. Leonard gets paul to like track . 	0	0
21463	8	: Paul was extremly affected by the fact that Paul knew that Mr. Leornard was doing this to help Paul , because Mr. Leornard did n't want Paul to end up feeling an ambarrassment towards Paul later on in life because Mr. Leonard went through the same situations that Paul is going through right now 	0	1
20849	8	: its the fact that Paul and Mr. Leonard both cant read . 	1	0
21045	8	: After Mr. Lenonard told Mr. Lenonard's story to Paul , Paul realized that acdemic learning is more important than sports . Paul has to participate in Paul's school work . Because no matter how good Mr. Lenorad was , Mr. Lenorad's college still lost Mr. Lenorad's scholarship and flunkes out . It is important to learn in schools . 	1	2
20026	8	: Mr. Leonard could n't read and Mr. Leonard wanted to make something of Mr. Leonard , just like Paul . Paul was getting tired of getting chose last for teams and not achieving , so Paul went ahead with Mr. Leonard 's advise . Paul soon found out that Mr. Leonard was just like Paul and Paul wanted to achieve for Mr. Leonard . 	2	2
20339	8	: Paul was surprised at the information Paul obtained regarding Mr. Leonard 's past . Paul was surprised at at how Mr. Leonard had never shared Mr. Leonard's elite college hurdling experience . When Mr. Leonard explains as to why , Paul was attentive and sympathetic . Like Paul , Mr. Leonard was not a very good reader as made apparent by Mr. Leonard's college background . Paul connects with Mr. Leonard and decides that Mr. Leonard should be trained how to read better , similar to how Paul was trained to jump hurdles . 	2	2
21684	8	: Mr. Leonard does n't share important background information about Mr. Leonard until later in the story . Towards the end of the story Mr. Leonard tells Paul that Mr. Leonard used to be a good athlete , and that Mr. Leonard was n't very smart in school either . This ppushes Paul to start trying even harder in sports , such as track . 	0	1
20985	8	: The background information makes Paul feel better about Paul . Paul feels that way because Paul realizes that maybe Paul could actually excel at something . That Paul could actually be good at something and not feel like Paul is left out . Paul had no idea that Mr. Leonard was in a way like Paul . I think Paul gained some confidence discovering Mr. Leonard 's past . 	0	1
20052	8	: Paul can relate to the information quite well . The emotions Paul heard in Mr. Leonard 's words was kind of what Paul felt like when Paul was called on on class to read aloud or when everyone knew an answer and Paul did n't . Both Paul and Mr. Leonard can relate to one another . 	1	0
20363	8	: Paul was sad , because Mr. Leonard lost Mr. Leonard's scholarship and flunked out . No other school wanted a runner who could not read . 	0	0
20077	8	: The background information motivates Paul because Paul and Mr. Leonard relate so much . 	1	1
21138	8	: Paul figures out that Mr. Leonard was a really good track athlete but Mr. Leonard could not read very well . Paul did n't understand how Mr. Leonard got to college . Paul decided to help Mr. Leonard learn how to read . ' C'mon , Mr. Leonard , ' I said , walking back toward school . 'It 's time to start your training . ' 	2	2
21439	8	: Paul realizes that Mr. Leonard is just like Paul . When Paul sees who Mr. Leonard really is Paul is shocked . 'You were a college freshman who won the 400 meter hurdles ar the nationals . Your broke records . ' Paul now sees that Mr. Lenard did know what Mr. Lenard was talking about when Mr. Lenard was teaching Paul to jump hurdles . 	2	1
21746	8	: Paul wants to help Mr. Leonard because Mr. Leonard helped Paul through the obstacle that Paul was facing in Paul's life at that time . 	2	1
20491	8	: Paul can relate to Mr. Leonard in the way that Mr. Leonard ca n't read very well . 	2	2
20936	8	: Paul understood where Mr. Leonard was coming from . Paul also realized Paul and Mr. Leonard were similar . Mr. Leonard helped Paul train for hurtles and Paul decided Paul could give something in return by teaching Mr. Leonard to read . 	2	2
20709	8	: The background information on Mr. Leonard effects Paul by helping Paul recognize that Mr. Leonard never learned well and Mr. Leonard needed Learning Centers . Mr. Leonard was a good athlete but Mr. Leonard was never an exceptional learner , through the fact that Mr. Leonard was a good athlete but Mr. Leonard was never an exceptional learner , Paul gained the need to help Mr. Leonard learn . 	1	1
21013	8	: In the story 'Gifts ' Paul has trouble reading . Twice a week Paul visits Mr. Leonard the hall monitor . After awhile Mr. Leonard asks paul to come out to the track with Mr. Leonard and paul does . As paul starts training paul gets better and better till paul ends up talking to the high school track coach . With futher inspection and guidance from the coach , paul finds out Mr. Leonard was a national champion for the 400 hurdles . Come to find out the story is the same both have trouble reading . Mr. Leonard was not able to get help and lost Mr. Leonard's scholarship . Mr. Leonard wants paul to acheive a better life . 	0	0
21004	8	: As Paul learns about Mr. Leonards past , Paul begins to grow a stronger bond with Mr. Leonard , sseing as Paul felt Mr. Leonard's pain . 	1	0
21593	8	: The information shows Paul that Paul can relate to Mr. Leonard because , Paul is also a bad reader . 	1	0
20758	8	: Mr. Leonard was a big time runner in Mr. Leonard's college days , but was unable to learn anything while in college . As a result Mr. Leonard was thrown out of college and no other school would take Mr. Leonard , because even though Mr. Leonard was a good runner Mr. Leonard was n't well educated and the fact that he was n't well educated was not tolerated . This is seen as a big incouragement for Paul , seeing as how Paul is blossoming into a good athlete and is also slowly getting Paul's education , that Paul can accomplish things when Paul tries . Also Paul would be motivated to become better jumping and try to learn more to make Mr. Leonard proud of Paul and possibly accomplish what Leonard could n't . 	1	2
21096	8	: The effect that background information had on Paul was that the background information made Paul think that Mr. Leonard was a quitter . Being so good and maybe the best at something , Paul wondered why on Earth would someone quit if someone were that good . If Paul would not have talked to Mr. Leonard about why someone would quit if they were that good , Paul maybe would have quit also . 	0	0
21417	8	: The information has an effect on paul because paul has a way of learning how to read and learning things as Mr. Leonard dont no how to do some of the stuff that they have got to do . 	0	0
21726	8	: When Paul finds out about Mr. Leonard 's past it makes Paul curious as well as determined , knowing the man who was coaching Paul was a star athlete . Paul also sees that education is just as important as sports and working hard will get you places just like Mr. Leonard worked hard at sports . It also gave Paul motivation to be as successful as Mr. Leonard but this time Paul could pass college while learning how to read . 	1	1
20283	8	: When paul found out that Mr.Leonard was an amazing college track star paul was amazed . Paul was also a little sempathtic of Mr.Leonard because Mr.Leonard lost Mr.Leonard's scholarship and couldnt finish college because Mr.Leonard couldnt read . Paul is sempathtic and wants to help Mr.Leonard to read . 	2	2
20690	8	: The effect is embarrassment and and sadness . Here are details from the story . 'The emotions in Mr. Leonard 's words were all too familiar to me . I knew them well-feelings of embarrassment when I was called upon to read aloud or when I did n't know an answer everyone else knew . ' 	0	0
21002	8	: The background information makes paul wonder why Mr. Leonard didnt tell paul about how Mr. Leonard was a big athlete in college . paul feels that paul can relate to Mr. leonard . Because paul cant read all that well , but paul is good at track . 	2	2
20643	8	: The effect that the background information about Mr. Leonard had on Paul was great for Paul and Mr. Leonard . Paul realized that Paul could do something Paul never thought of doing with the help of Mr. Leonard . Paul wanted to help Mr. Leonard , just like Mr. Leonard helped Paul . 	1	1
21565	8	: The background information effects Paul because at first that Paul did n't know that Mr. Leonard was an athlete . after Paul found out that Mr. Leonard was an athlete the fact Mr. Leonard was an athlete changed Paul . Mr. Leonard told Paul that Mr. Leonard was n't good at reading at all . so , after Mr. Leonard helped Pau out with Pau's problem . Paul helped Mr. Leonard with Mr. Leonard's problem . 	0	0
21330	8	: MR.Leonard is a classic exsampel of a person who is focast on a person's sport and not on a person's grades only to find out later in life that MR.Leonard needed the grades more than the sport . 	0	0
20915	8	: paul feels imapthectic twords mr.lenord paul fells that paul and mr.lenord are one in the same because of mr.lenord sharing . 	1	1
20507	8	: The information concerning Mr. Leonard gave Paul motivation . I believe this is because Paul has finally met someone who understands Paul's struggles with reading . After discovering that Mr. Leonard could not read , Paul immediately wanted to help Mr. Leonard as Mr. Leonard had helped Paul with the hurdles . Paul saw that not being able to read had damaged Mr. Leonard 's life and Paul felt the need to help Mr. Leonard . Paul shows this by saying ' C'mon , Mr. Leonard . It 's time to start your training . ' Also , seeing Paul and Mr. Leonard's similarities motivated Paul to better Paul in education and with the hurdles . This is the effect which Mr. Leonard 's background information had on Paul . 	2	2
20180	8	: well this collage student said this collage student want to be an athlete and win lot of matals 	0	0
20876	8	: that anyone can be good at something but sometimes a little trouble can ruin everything just speaking about mr. leonards grades mr. leonard was a good runner just not a good student paul is oustanded by the fact that anyone can be good at something but sometimes a little trouble can ruin everything so it encourages paul to do good in school and on the track to show Mr. Leonard paul can do it 	1	1
20005	8	: The information made paul want to become a better athlete and reader . 'feelings of embarrassment when i was called upon to read aloud or when i didnt know an answer everyone else knew . ' ( line 46-48 ) This shows how Paul could relate to Mr. Leonard after Mr. Leonard told about Mr. Leonard's past . 	2	2
21646	8	: The background information that Paul get on Mr. Leonard , motivates Paul to work harder for learning how to read and to give Paul something to work for . When Mr. Leonard spoke of the loss of Mr. Leonard's scholarship and flunking out of school the fact that Mr. Leonard lost his scholarship and flunked out of school made Paul want to help Mr. Leonard the same way that Mr. Leonard had helped Paul . At the end of Paragraph 45 it reads , 'Suddenly I realized what I could do for him . ' Which shows that Paul wanted to help Mr. Leonard learn to read . 	2	2
20600	8	: During the story , Paul does not know much about Mr. Leonard . Paul only finds out about Mr. Leonard when Paul talks to the school 's track coach . The track coach had told Paul to visit a website , so Paul did and found out about Mr. Leonard . Paul was surprised that Mr. Leonard had not mentioned it before and asked Mr. Leonard what had happened . After Paul found out that Mr. Leonard could not read , Paul took it upon Paul to repay Mr. Leonard for what Mr. Leonard had done for Paul . 	2	2
20512	8	: Mr. Leonard has helped Paul building Paul's skill as a hurdler and Paul decides to help Mr. Leonard learn how to read . 	2	2
21118	8	: The effect the background information had on Paul was that Mr. Leonard was just like Paul when Mr. Leonard was younger . So when Paul saw what Mr. Leonard has accomplished , then Paul feels that Paul can do this . 	1	1
21291	8	: the effect about the background information that has on Paul was shocking because Paul didnt know Mr. Leonard was a track and field champion . Paul realized Paul wants to be more like Mr. Leonard . when Paul ask Mr. Leonard about Mr. Leonard's background . Mr. Leonard told Paul that Mr. Leonard did but that Mr. Leonard didnt do so good in school . After Mr. Leonard told Paul , what Mr. Leonard told Paul made Paul realized that it Mr. Leonard was just like Paul when Mr. Leonard was Pauls age . 	1	1
21719	8	: The background information encourages Paul to really work hard and make Mr. Leonard proud , and try to accomplish the things that Mr. Leonard could n't . 	1	1
21489	8	: Paul knew how Mr. Leonard felt , what he felt was feeling embarrassed around others when others had to read in class . Paul thought of things to do for Mr. Leonard and finally came up with something . Paul and Mr. Leonard walked back to school so Paul could train Mr. Leonard . Try and make Mr. Leonard feel better about Mr. Leonard and not focus on getting flunked out of college . 	1	1
20865	8	: Paul is surprised about the background information . Paul was surprised Mr. Leonard won 400 meters at nationals and broke the records . Paul wants to know more about Mr. Leonard . 	2	2
21725	8	: When Mr. Leonard told Paul about Mr. Leonard's background , that Mr. Leonard flunked out of college , Paul was very understanding . Paul was undergoing the exact same thing that Mr. Leonard was ; Paul could n't read . Paul knew how it must have felt for Mr. Leonard to explain Mr. Leonard's past to Paul . For example , in paragraph 45 , the narator , Paul , says , ' I knew them well-feelings of embarassment when I was called upon to read aloud or when I did n't know an answer everyone else knew . ' In that quote , Paul explains that Paul went through the same thing , and feelings that Mr. Leonard was going through when Mr. Leonard told Paul that Mr. Leonard flunked out of college . Paul understood clearly what Mr. Leonard felt . 	2	2
21324	8	: The infromation that Paul finds out makes Paul feel sorry for Mr. Leonard because Paul has felt the same way because Paul has trouble reading also . This is why at the end of the story Paul decides to help teach Mr. Leonard how to read . 	2	2
21156	8	: paul feels just like mr. leonard felt in high school and college . 	0	1
20014	8	: Paul understood that working hard in school is still important even though working hard in school gets hard . The background information also shows Paul that Paul is almost like Mr. Leonard because Paul is becoming better at track and has trouble reading . 	1	2
21743	8	: That background information about Mr. Leonard shocks Paul . Paul then wants to know how Mr. Leonard went from being a track star to a hall monitor by pressing on , 'Well , what happened after that ? ' This background information then turned out to be a lesson for Paul about recieving a good education and not giving up . Mr. Leonard never had help with reading and Mr. Leonard failed college . 	2	2
21140	8	: The background information shows Paul you can be good at one thing but then at another you might not do so well . People are good at different things and noone can do everything . The background information kinda gives Paul the push to do what Paul loves to do ! 	0	1
21298	8	: Paul is sad . Mr. Leonard remembers back when Mr. Leonard was doing that in highschool . Mr. Leonard tells paul about how Mr. Leonard use to couldnt read . 	0	0
20004	8	: Paul knew nothing about Mr. Leonard before Paul started having conversations with Mr. Leonard . The most Paul knew about Mr. Leonard , was that Mr. Leonard was the hall monitor , and that most of the other students obeyed Mr. Leonard on a regular basis . When the coach gave Paul the URL and told Paul to do some research on Mr. Leonard , it had a great effect on Paul when Paul did research on Mr. Leonard . Paul realized that Mr. Leonard Mr. Leonard was just trying to help Paul to overcome a 'hurdle ' in Paul's life and that Mr. Leonard meant well . Mr. Leonard did this , hoping that Paul wouldnt get stuck in the same position Mr. Leonard did and that Paul could overcome the same position while Paul still had a chance , and the ability to do so . 	0	0
20071	8	: At first , Paul is curious , wondering why Mr. Leonard was acting solemnly , and then comes to realize why from Mr. Leonard 's story . As Paul listens , Paul feels familiar emotions coming from Mr. Leonard , emotions Paul Paul feels when Paul is in certain situations . As Mr. Leonard finishes , Paul indirectly offers to help Mr. Leonard with learning to read better . 	2	2
20288	8	: The backround information about Mr.Leanord effected paul by giving paul an inspiration . Mr.Leanord showed that even though your not a good student in school for any reason you can still suceed in life . Everyone has a talent and nomatter what you can reach your goal . 	1	0
21218	8	: When paul found out that Mr. Leonard was a track star in collage paul was amazed by paul's discovery . When Paul saw Mr. Leonard the next day Paul asked Mr. Leonard about the printout that Paul had printed out the night before then Mr. Leonard explain the first parts of Mr. Leonard's track career . The Paul asked Mr. Leonard what else happened and Mr. Leonard explain that Mr. Leonard copied off Mr. Leonard's friends in highschool and did n't do hardly any of the work but once Mr. Leonard got the collage Mr. Leonard did n't know what to do so therefore Mr. Leonard lost Mr. Leonard's scholarship and flunked out of collage . 	2	2
21495	8	: The effect of the backround information is that the narrator was having trouble in school , just as Mr. Leonard did in college . The background information also shows that if you do not work your hardest at what you are doing , you will not meet your expectations . 	0	0
21525	8	: The effect that this information has on Paul is tremendous becasue this information shows that Mr.Leonard is a person just like Paul . In the story when Mr. Leonard asks Paul where Paul is going and Paul responds the learning center Mr.Leonard just srugs it off because Mr.Leonard knows Paul has been there . Another example is when Mr.Leonard asks Paul to meet Mr.Leonard after school Mr.Leonard is trying to hepl Paul in life.Lastly Mr. Leonard is discuraged when Mr. Leonard is reminded of Mr. Leonard's past but when Paul helps Mr. Leonard Mr. Leonard feels better . 	0	0
20888	8	: When Paul found out background information about Mr. Leonard Paul was surprised . Since Paul found out that Mr. Leonard was a great athlete but not a good student , Paul felt good for learning to read . Since Mr. Leonard said colleges did not want a runner who could not read Mr. Leonard flunked out . Paul apperciated the fact that Paul knows how to read by knowing this fact about Mr. Leonard . 	2	1
20912	8	: The reader has a normal life with no extra activities and Mr. leonard chanes that by teaching the reader how to hurdle . When the reader finds out why Mr. Leonard left college is when the reader actually connects with Mr. Leonard and wants train Mr. Leonard in reading 	2	2
20422	8	: Paul is very confused and wants to know what happened to Mr. Leonard's amazing career as a track and field runner . Paul then learns the truth and is better motivated to continue working and help Mr. Leonard 	0	0
20476	8	: I think the background information about Mr. Leonard will mtivate Paul to do better . Paul has sympathy for the man because Paul has the same problem Paul . Paul wants to help Mr. Leonard because Mr. Leonard helped Paul . 	1	1
20495	8	: Paul learns that Mr. Leonard use to be a record breaking member of a track team . After researching Mr. Leonard , Paul asks what happened and Mr. Leonard explains that Mr. Leonard's studies werent the best and that Mr. Leonard couldnt read . Paul felt the same way about Paul , Paul to feels embarrassed because Paul cant read something as good as other people . Paul decides that Mr. Leonard helped Paul excel at something and that it was time to return the favor , by taking Mr. Leonard to the learning center . 	2	2
21498	8	: Paul was shocked that Mr. Leonard was a track star when Mr. Leonard went to high school . When Mr. leonard told Paul about Mr. leonard flunking out of college becuase Mr. leonard can not read I think Paul relized that school was important and that Paul wanted to help Mr. Lenard how to read . 	2	2
20652	8	: It suprises paul and makes paul want to work harder and makes paul sympathetic . In the last paragraph , paul wants Mr. Leonard to start training . Paul also is a little confused on how Mr. Leonard didnt make it as a runner . In paragraph 43 , paul mentions that Mr. Leonard went to colleage . 	2	2
20680	8	: Paul finds out that Mr. Leonard was a great athlete in college and that Mr. Leonard had broken many track records , while winning nationals . So , Paul then knew that Paul had been coached by a great athlete . Paul then finds out that Mr. Leonard was n't such a good student , and that Mr. Leonard flunked out of college . That Mr. Leonard was n't such a good student, and that he flunked out of college reminded Paul of Paul , Paul was good at running but not too good at school . After finding that Mr. Leonard was n't such a good student , and that he flunked out of college out , Paul wants to help Mr. Leonard how to read , just like Mr. Leonard taught Paul how to do hurdles . 	0	2
20653	8	: The effect that background information has on Paul is the background information made Paul want to help Mr. Leonard learn to read and for Mr. Leonard to never give up . After Paul found out about Mr. Leonard , Paul remembered how embarrassed Paul always feels because Paul can not read . Paul feels like Paul relates to Mr. Leonard in that way because Paul and Mr. Leonard both have obstacles Paul and Mr. Leonard need to overcome . Paul now understands and wants to help Mr. Leonard learn to read . Also , Mr. Leonard 's background has taught Paul to never give up learning because Paul can overcome Mr. Leonard's background and become successful . 	1	2
20974	8	: Because then Paul knows why Mr. Leonard didnt say just come on it wont hurt you . Another reason is thats why Paul knows Mr. Leonard couldnt read Paul's name on the hall pass . Also instead of looking at the hall pass Mr. Leonard just asked Paul where Paul was going . The coach just probably looked at the hall pass and pretended to read the hall pass . Then at the very end Paul knows the coach feels sorry for Paul . Also Paul feels sorry for the coach and tells the coach come on lets go start your training . 	0	0
21475	8	: The background information makes Paul quizitive as to why Mr. Leonard had quit running track and field . When Mr. Leonard puleed out the paper and showed the paper to Paul Paul started to ask Mr. Leonard questions so that way Paul could comprehend what was happening . 	0	0
20866	8	: The information that Mr. Leonard provides has a great effect on Paul . As Mr. Leonard is telling Paul about Mr. Leonard's past it reminds Paul of Paul because Paul is the same way and wants to change Paul's ways and bcome an achiever in life . Paul also wants to make Mr. Leonard happy by doing track and field . 	0	1
20809	8	: Mr. Leonard 's background information had an effect on Paul because both Mr. Leonard and Paul had the same problem and motivation . Mr. Leonard and Paul's problem was that both were not very strong at reading , but Mr. Leonard and Paul's strengths , hurdles , is what brought the two together as friends . Since Mr. Leonard had the motivation to teach Paul hurdles , and Paul was willing to learn , Paul could become the new Mr. Leonard , athletically . 	1	2
20084	8	: makes Paul feel like Paul knows the person better since the person have all that information about Paul . 	0	0
20869	8	: The effect the background information has on paul is paul has a better understanding of Mr. Leonard because paul finds out Mr. Leonard ca n't read either so paul can understand how Mr. Leonard feels . 	2	2
21704	8	: the effect the background information had on paul was that the coach could'nt read either and the coach flunked out of college , and the coach could'nt run track . so paul did'nt want the same thing to happen to paul , because paul has a reading problem so paul 's got tutor . 	2	2
20860	8	: Paul receives a URL containing information about Mr. Leonard 's past as a track star . This shocked Paul at first and made Paul wonder why Mr. Leonard kept Mr. Leonard's past as a track star from Paul . Paul then realized that Mr. Leonard was unable to read , just like Paul . This made Paul feel like Paul is n't such a failure at life after all , because Paul is now good at track and field as well as has the ability to use a learning center to learn how to read . 	2	2
20519	8	: The background information that Paul gets makes Paul see that Paul was not the only one that could n't read . Paul is touched by the fact that Mr. Leonard took Mr. Leonard's time to coach Paul into being better . Paul wants to do something nice for Mr. Leonard just like Mr. Leonard did for Paul . 	2	2
21530	8	: The background information makes Paul feel as though Mr. Leonard understands Paul's problems . Paul says that he knew Mr. Leonard 's feelings well because Paul had often felt Mr. Leonard's feelings . It also makes Paul feel as though Paul can give back to Mr. Leonard . Paul decides to teach Mr. Leonard how to read as a way to repay Mr. Leonard for Mr. Leonard's efforts . 	2	2
21087	8	: Paul is surprised to find out that Mr. Leonard had won the 400 meter hurdles at the nationals when Mr. Leonard was a collage freshman . Then , Paul found out that Mr. Leonard had flunked out of college , because Mr. Leonard could n't read . So , Paul decided to help Mr. Leonard . 	2	2
21120	8	: The author uses many signs of foreshadowing in this story . The foreshadowing lead the reader to assume Mr. Leonard is not educated well . The author begins by introducing Mr. Leonard as the hall monitor . This suggests to the reader that Mr. Leonard does not have an advanced education if Mr. Leonard was just a hall monitor . When Mr. Leonard ask Paul what Paul's name is in paragraph 24 , the fact that Mr. Leonard asks Paul for his name suggest that Mr. Leonard either doesnt have a good memory or can not read the pass . Another incident like this occurs when Paul shows Mr. Leonard Paul's printout , and Mr. Leonard responds with a confused look . The author 's uses of foreshadowing allows the reader to get to know Mr. Leonard personally before the information is revealed to the main character Paul . 	0	0
20354	8	: I think paul was surprised by the background information on Mr. Leonard . Yet I think paul was more incouraged . 	1	1
21605	8	: When Paul finds that Mr. Leonard was a track star in college Paul is amazed that Mr. Leonard was helping Paul out and wanted to know why Mr. Leonard had not said anything before this . Paul wanted to know why Mr. Leonard did not succeed in a professional level , or do anything after college . When Paul finds out that Mr. Leonard had a hard time reading , Paul decides to return the favor Mr. Leonard had done for Paul and help Mr. Leonard with Mr. Leonard's reading skills . 	2	2
20828	8	: The background information about Mr Leonard is that Mr Leonard had won the 400 meter hurdles at the nationals in college . What is surprising about Mr Leonard's background information is that Mr Leonard fluncked out and lost Mr Leonard's schlaership . Why ? Was because Mr Leonard did n't know how to read . 	2	2
21272	8	: Paul was suprised . In fact , Paul pulled out the document about Mr. Leonard 's accomplishment and showed the document to Mr. Leonard . It confuses Paul because Mr.Leonard did n't seem happy about seeing the printout . It turned out that Mr.Leonard was a great at hurdles , but was n't the best student . Because Mr.Leonard could n't read . 	2	2
20958	8	: The background information that Paul learns about Mr. Leonard makes Mr. Leonard feel sad and kind of embarrassed . For example 'The emotions in Mr. Leonard 's words were all too familiar to me . me knew them well-feelings of embarassment when me was called upon to read aloud or when me did n't know an answer everyone else knew ' 	0	0
20170	8	: The background information tells Paul that if Mr. Leonard can win at these huirdles and teach Paul how to do it . Paul can teach Mr. Leonard how to read . 	1	1
20308	8	: Paul is puzzled by finding out about Mr. Leonard 's past , which Mr. Leonard was a 400 meter hurdle nationalist . But after Mr. Leonard explained about Mr. Leonard's past to Paul . Paul reailzed that Paul was in the same position as Mr. Leonard . 	2	2
21529	8	: When Mr. Leonard told Paul about Mr. Leonard's background history , Paul could relate . Paul and Mr. Leonard both had learning problems . Paul decided to help Mr. Leonard learn to read since Mr. Leonard helped Paul train for track . 	2	2
